category,region_nam,aggregion_nam,total_load,percent,sum_total
Atmospheric deposition,Atlantic Coast,Southeast,124177218.06466000,100,124177218.06466000
Atmospheric deposition,California-Nevada,Western,20240455.50333170,100,20240455.50333170
Developed,Atlantic Coast,Southeast,12529206.352669300,100.00000000000000,12529206.352669300
Developed,California-Nevada,Western,4846459.17616611,100,4846459.17616611
