STATES,d3_category,category_hucs,category_sqkm,total_load,total_hucs,total_sqkm,prop_sqkm,d3_percentage
SD,1000 - 2500,690,52268.810000000005,1200538.5188,2410,213995.2099999997,0.2443,0.2863
SD,2500 - 10000,913,83807.94999999995,4560309.5287,2410,213995.2099999997,0.3916,0.3788
SD,>10000,712,72086.75000000001,14422314.2677,2410,213995.2099999997,0.3369,0.2954
TN,0 - 10,0,0,0,1149,122256.49000000006,0,0
TN,10 - 40,0,0,0,1149,122256.49000000006,0,0
TN,40 - 85,0,0,0,1149,122256.49000000006,0,0
TN,85 - 160,0,0,0,1149,122256.49000000006,0,0
TN,160 - 290,0,0,0,1149,122256.49000000006,0,0
TN,290 - 520,1,6.96,447.3923,1149,122256.49000000006,1e-4,9e-4
TN,520 - 1000,3,80.5,2424.244,1149,122256.49000000006,7e-4,0.0026
TN,1000 - 2500,30,2015.9399999999998,58582.077,1149,122256.49000000006,0.0165,0.0261
TN,2500 - 10000,255,22216.920000000013,1706062.4246,1149,122256.49000000006,0.1817,0.2219
TN,>10000,860,97936.17,37820322.2573,1149,122256.49000000006,0.8011,0.7485
TX,0 - 10,157,16430.66,6.5974,4426,482200.51999999955,0.0341,0.0355
TX,10 - 40,2,160.31,41.0877,4426,482200.51999999955,3e-4,5e-4
TX,40 - 85,10,903.9300000000001,699.6017,4426,482200.51999999955,0.0019,0.0023
TX,85 - 160,23,2239.9900000000007,2983.8173,4426,482200.51999999955,0.0046,0.0052
TX,160 - 290,104,10029.730000000001,23507.907,4426,482200.51999999955,0.0208,0.0235
TX,290 - 520,195,19946.159999999996,79427.2991,4426,482200.51999999955,0.0414,0.0441
TX,520 - 1000,405,42655.87999999998,307345.936,4426,482200.51999999955,0.0885,0.0915
TX,1000 - 2500,872,95035.95000000001,1455078.6298,4426,482200.51999999955,0.1971,0.197
TX,2500 - 10000,1245,134194.41999999995,6767585.1349,4426,482200.51999999955,0.2783,0.2813
TX,>10000,1413,160603.49000000025,47059717.0384,4426,482200.51999999955,0.3331,0.3192
UT,0 - 10,88,8314.800000000001,12.9625,279,26103.90999999999,0.3185,0.3154
UT,10 - 40,7,521.9200000000001,158.933,279,26103.90999999999,0.02,0.0251
UT,40 - 85,14,1127.2700000000002,833.1491,279,26103.90999999999,0.0432,0.0502
UT,85 - 160,21,1597.5200000000004,2444.0324,279,26103.90999999999,0.0612,0.0753
UT,160 - 290,23,2105.73,5285.8669,279,26103.90999999999,0.0807,0.0824
UT,290 - 520,36,3240.379999999999,14762.1666,279,26103.90999999999,0.1241,0.129
UT,520 - 1000,32,2949.54,21321.7655,279,26103.90999999999,0.113,0.1147
UT,1000 - 2500,29,3043.080000000001,44734.072,279,26103.90999999999,0.1166,0.1039
UT,2500 - 10000,28,3064.7099999999996,119536.717,279,26103.90999999999,0.1174,0.1004
UT,>10000,1,138.96,51612.9122,279,26103.90999999999,0.0053,0.0036
VA,0 - 10,0,0,0,165,15749.199999999999,0,0
VA,10 - 40,0,0,0,165,15749.199999999999,0,0
VA,40 - 85,0,0,0,165,15749.199999999999,0,0
VA,85 - 160,0,0,0,165,15749.199999999999,0,0
VA,160 - 290,1,0,208.4305,165,15749.199999999999,0,0.0061
VA,290 - 520,1,0,338.6939,165,15749.199999999999,0,0.0061
VA,520 - 1000,1,0,832.995,165,15749.199999999999,0,0.0061
VA,1000 - 2500,4,175.33,6693.1187,165,15749.199999999999,0.0111,0.0242
VA,2500 - 10000,110,10508.590000000002,710393.2355,165,15749.199999999999,0.6672,0.6667
VA,>10000,48,5065.280000000001,899688.1232,165,15749.199999999999,0.3216,0.2909
VT,0 - 10,0,0,0,28,2632.02,0,0
VT,10 - 40,0,0,0,28,2632.02,0,0
VT,40 - 85,0,0,0,28,2632.02,0,0
VT,85 - 160,0,0,0,28,2632.02,0,0
VT,160 - 290,0,0,0,28,2632.02,0,0
VT,290 - 520,0,0,0,28,2632.02,0,0
VT,520 - 1000,0,0,0,28,2632.02,0,0
VT,1000 - 2500,2,0,3047.1117,28,2632.02,0,0.0714
VT,2500 - 10000,11,779.1700000000001,87149.7904,28,2632.02,0.296,0.3929
VT,>10000,15,1852.85,225407.6208,28,2632.02,0.704,0.5357
WI,0 - 10,0,0,0,168,16091.960000000001,0,0
WI,10 - 40,0,0,0,168,16091.960000000001,0,0
WI,40 - 85,0,0,0,168,16091.960000000001,0,0
WI,85 - 160,0,0,0,168,16091.960000000001,0,0
WI,160 - 290,0,0,0,168,16091.960000000001,0,0
WI,290 - 520,0,0,0,168,16091.960000000001,0,0
WI,520 - 1000,0,0,0,168,16091.960000000001,0,0
WI,1000 - 2500,4,257.11,6576.9958,168,16091.960000000001,0.016,0.0238
WI,2500 - 10000,49,3945.2999999999997,290885.2065,168,16091.960000000001,0.2452,0.2917
WI,>10000,115,11889.55,2592288.7205,168,16091.960000000001,0.7389,0.6845
WV,0 - 10,0,0,0,368,33128.950000000004,0,0
WV,10 - 40,0,0,0,368,33128.950000000004,0,0
WV,40 - 85,0,0,0,368,33128.950000000004,0,0
WV,85 - 160,0,0,0,368,33128.950000000004,0,0
WV,160 - 290,0,0,0,368,33128.950000000004,0,0
WV,290 - 520,0,0,0,368,33128.950000000004,0,0
WV,520 - 1000,0,0,0,368,33128.950000000004,0,0
WV,1000 - 2500,3,204.99,6177.6864,368,33128.950000000004,0.0062,0.0082
WV,2500 - 10000,212,17374.589999999993,1411153.4702,368,33128.950000000004,0.5245,0.5761
WV,>10000,153,15549.369999999997,2414649.743,368,33128.950000000004,0.4694,0.4158
WY,0 - 10,78,8274.090000000002,10.0342,809,92803.06999999992,0.0892,0.0964
WY,10 - 40,13,1245.8000000000002,332.3229,809,92803.06999999992,0.0134,0.0161
WY,40 - 85,12,1394.67,672.4647,809,92803.06999999992,0.015,0.0148
WY,85 - 160,12,1497.2299999999998,1367.0447,809,92803.06999999992,0.0161,0.0148
WY,160 - 290,15,1768.12,3171.2947,809,92803.06999999992,0.0191,0.0185
WY,290 - 520,15,1418.4000000000003,6494.4559,809,92803.06999999992,0.0153,0.0185
WY,520 - 1000,93,8743.97,71151.0292,809,92803.06999999992,0.0942,0.115
WY,1000 - 2500,319,37557.34000000004,526064.7547,809,92803.06999999992,0.4047,0.3943
WY,2500 - 10000,248,30242.589999999993,1115236.7853,809,92803.06999999992,0.3259,0.3066
WY,>10000,4,660.86,58277.5041,809,92803.06999999992,0.0071,0.0049
United States,0 - 10,7577,808216.2999999975,NA,62555,6292103.589999967,0.1284,0.1211
United States,10 - 40,457,51550.53999999998,NA,62555,6292103.589999967,0.0082,0.0073
United States,40 - 85,315,34701.77999999999,NA,62555,6292103.589999967,0.0055,0.005
United States,85 - 160,420,49206.48999999999,NA,62555,6292103.589999967,0.0078,0.0067
United States,160 - 290,542,55630.67999999998,NA,62555,6292103.589999967,0.0088,0.0087
United States,290 - 520,1016,103741.13999999997,NA,62555,6292103.589999967,0.0165,0.0162
United States,520 - 1000,2309,217711.08000000025,NA,62555,6292103.589999967,0.0346,0.0369
United States,1000 - 2500,7405,680489.7099999979,NA,62555,6292103.589999967,0.1081,0.1184
United States,2500 - 10000,20012,1958952.3000000035,NA,62555,6292103.589999967,0.3113,0.3199
United States,>10000,22502,2331903.5700000008,NA,62555,6292103.589999967,0.3706,0.3597
