STATES,d3_category,category_hucs,category_sqkm,total_load,total_hucs,total_sqkm,prop_sqkm,d3_percentage
UT,12000 - 30000,282,26044.719999999994,5200954.6662,2557,233185.28000000044,0.1117,0.1103
UT,30000 - 120000,104,11152.169999999998,4977356.0568,2557,233185.28000000044,0.0478,0.0407
UT,>120000,32,3204.9300000000003,19008605.114,2557,233185.28000000044,0.0137,0.0125
VA,0 - 100,0,0,0,1283,116788.3100000001,0,0
VA,100 - 500,0,0,0,1283,116788.3100000001,0,0
VA,500 - 1000,0,0,0,1283,116788.3100000001,0,0
VA,1000 - 2000,0,0,0,1283,116788.3100000001,0,0
VA,2000 - 3000,1,0,2489.5337,1283,116788.3100000001,0,8e-4
VA,3000 - 6000,0,0,0,1283,116788.3100000001,0,0
VA,6000 - 12000,3,69.66999999999999,34203.4195,1283,116788.3100000001,6e-4,0.0023
VA,12000 - 30000,76,3735.65,1837948.3832,1283,116788.3100000001,0.032,0.0592
VA,30000 - 120000,892,79252.31999999995,59870558.4788,1283,116788.3100000001,0.6786,0.6952
VA,>120000,311,33730.670000000006,63876924.478,1283,116788.3100000001,0.2888,0.2424
VT,0 - 100,0,0,0,268,29128.000000000007,0,0
VT,100 - 500,0,0,0,268,29128.000000000007,0,0
VT,500 - 1000,0,0,0,268,29128.000000000007,0,0
VT,1000 - 2000,0,0,0,268,29128.000000000007,0,0
VT,2000 - 3000,0,0,0,268,29128.000000000007,0,0
VT,3000 - 6000,1,0,4562.1852,268,29128.000000000007,0,0.0037
VT,6000 - 12000,0,0,0,268,29128.000000000007,0,0
VT,12000 - 30000,4,109.33000000000001,105772.586,268,29128.000000000007,0.0038,0.0149
VT,30000 - 120000,131,12290.459999999995,10695630.0466,268,29128.000000000007,0.4219,0.4888
VT,>120000,132,16728.21,29105897.5864,268,29128.000000000007,0.5743,0.4925
WA,0 - 100,0,0,0,2014,182793.77999999977,0,0
WA,100 - 500,2,163.06,567.2116,2014,182793.77999999977,9e-4,0.001
WA,500 - 1000,3,198.04,2176.0139,2014,182793.77999999977,0.0011,0.0015
WA,1000 - 2000,15,841.4499999999998,25660.897,2014,182793.77999999977,0.0046,0.0074
WA,2000 - 3000,46,3334.6599999999985,116825.695,2014,182793.77999999977,0.0182,0.0228
WA,3000 - 6000,199,15915.269999999999,903355.1205,2014,182793.77999999977,0.0871,0.0988
WA,6000 - 12000,288,25814.299999999996,2490298.1293,2014,182793.77999999977,0.1412,0.143
WA,12000 - 30000,474,44210.510000000046,9437015.9167,2014,182793.77999999977,0.2419,0.2354
WA,30000 - 120000,577,51256.390000000036,36957942.2791,2014,182793.77999999977,0.2804,0.2865
WA,>120000,410,41060.09999999999,127444604.6318,2014,182793.77999999977,0.2246,0.2036
WI,0 - 100,0,0,0,1803,150384.22,0,0
WI,100 - 500,0,0,0,1803,150384.22,0,0
WI,500 - 1000,0,0,0,1803,150384.22,0,0
WI,1000 - 2000,0,0,0,1803,150384.22,0,0
WI,2000 - 3000,0,0,0,1803,150384.22,0,0
WI,3000 - 6000,0,0,0,1803,150384.22,0,0
WI,6000 - 12000,0,0,0,1803,150384.22,0,0
WI,12000 - 30000,33,1516.9299999999998,801665.0069,1803,150384.22,0.0101,0.0183
WI,30000 - 120000,757,58030.07,55899081.3894,1803,150384.22,0.3859,0.4199
WI,>120000,1013,90837.22000000009,237311863.0812,1803,150384.22,0.604,0.5618
WV,0 - 100,0,0,0,785,72513.91999999994,0,0
WV,100 - 500,0,0,0,785,72513.91999999994,0,0
WV,500 - 1000,0,0,0,785,72513.91999999994,0,0
WV,1000 - 2000,0,0,0,785,72513.91999999994,0,0
WV,2000 - 3000,0,0,0,785,72513.91999999994,0,0
WV,3000 - 6000,0,0,0,785,72513.91999999994,0,0
WV,6000 - 12000,0,0,0,785,72513.91999999994,0,0
WV,12000 - 30000,12,644.7099999999999,315581.4267,785,72513.91999999994,0.0089,0.0153
WV,30000 - 120000,583,49734.53000000002,44700348.5402,785,72513.91999999994,0.6859,0.7427
WV,>120000,190,22134.679999999997,30524497.4244,785,72513.91999999994,0.3052,0.242
WY,0 - 100,0,0,0,2385,271708.6400000003,0,0
WY,100 - 500,55,3412.7699999999995,21893.2596,2385,271708.6400000003,0.0126,0.0231
WY,500 - 1000,206,20698.910000000007,150772.6361,2385,271708.6400000003,0.0762,0.0864
WY,1000 - 2000,342,38161.57999999997,507363.4752,2385,271708.6400000003,0.1405,0.1434
WY,2000 - 3000,260,30339.16000000002,648610.493,2385,271708.6400000003,0.1117,0.109
WY,3000 - 6000,471,55313.35999999998,2012642.7622,2385,271708.6400000003,0.2036,0.1975
WY,6000 - 12000,387,45981.26000000004,3301845.5281,2385,271708.6400000003,0.1692,0.1623
WY,12000 - 30000,427,47394.139999999956,8218820.4191,2385,271708.6400000003,0.1744,0.179
WY,30000 - 120000,234,29335.94,9997322.5774,2385,271708.6400000003,0.108,0.0981
WY,>120000,3,1071.52,697235.5032,2385,271708.6400000003,0.0039,0.0013
lower 48 United States,0 - 100,266,45142.799999999996,NA,83021,8358926.23000003,0.0054,0.0032
lower 48 United States,100 - 500,1937,164960.64000000054,NA,83021,8358926.23000003,0.0197,0.0233
lower 48 United States,500 - 1000,2976,293745.4900000009,NA,83021,8358926.23000003,0.0351,0.0358
lower 48 United States,1000 - 2000,3899,408299.30000000034,NA,83021,8358926.23000003,0.0488,0.047
lower 48 United States,2000 - 3000,2574,271640.6099999996,NA,83021,8358926.23000003,0.0325,0.031
lower 48 United States,3000 - 6000,5762,570234.09,NA,83021,8358926.23000003,0.0682,0.0694
lower 48 United States,6000 - 12000,7578,772460.6999999968,NA,83021,8358926.23000003,0.0924,0.0913
lower 48 United States,12000 - 30000,10739,1087221.8699999955,NA,83021,8358926.23000003,0.1301,0.1294
lower 48 United States,30000 - 120000,26507,2530130.6700000106,NA,83021,8358926.23000003,0.3027,0.3193
lower 48 United States,>120000,20783,2215090.0599999973,NA,83021,8358926.23000003,0.265,0.2503
